source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-097","0d3f859b276817f5","0d3f859b276817f5ed2865fabbe726ecb6d63375ae5acea9df7706a9b6a253d4","DISC-G2-A1-IS-L0001","g2/a1/is|vom|idx:634|study|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vom|idx:634","study","no","vom","","{""study.translation"":""-st"",""study.explanation"":""[\""Vom on eessõna von ja artikli dem lühend.\"",\""Täisform: von dem (Dativ).\"",\""Kasutatakse mees- ja keskssoost nimsvøndega, kui tättätkse ervetää või suunda määski hösle.\"",\""Svarte du på spørsmålene fyr? hvor kysten?\"",\""Praktikas svetke geäms alati vom, mitte täësvormi von dem.\""]"",""study.examples"":""[{\""de\"":\""Ich komme vom Bahnhof.\"",\""lv\"":\""Ma tulen jaamast.\""},{\""de\"":\""Das Geschenk ist vom Vater.\"",\""lv\"":\""Kingitus på issalt.\""},{\""de\"":\""Er kommt vom Arzt.\"",\""lv\"":\""Ta tulb arsti kuerest.\""},{\""de\"":\""Sie fährt vom Flughafen.\"",\""lv\"":\""Ta bussen til flyplassen.\""},{\""de\"":\""Das ist vom Markt.\"",\""lv\"":\""Se på tur.\""},{\""de\"":\""Wir kommen vom Fest.\"",\""lv\"":\""Me tuleme peolt.\""},{\""de\"":\""Er holt Milch vom Bauern.\"",\""lv\"":\""Ta temen piima talunikult.\""},{\""de\"":\""Die Nachricht ist vom Chef.\"",\""lv\"":\""Sõnum på ülemuselt.\""}]"",""study.comparison"":""[{\""word\"":\""vom\"",\""meaning\"":\""-st (betong asi, dativ)\"",\""example\"":\""vom Bahnhof – Faktisk\""},{\""word\"":\""von\"",\""meaning\"":\""-st (uldiselt)\"",\""example\"":\""von mir – Minutt\""},{\""word\"":\""aus\"",\""meaning\"":\""Seest / opprinnelse\"",\""example\"":\""aus Deutschland – Opprinnelse i Tyskland\""},{\""word\"":\""ab\"",\""meaning\"":\""Alates (aeg/koht)\"",\""example\"":\""ab Montag – God påske\""},{\""word\"":\""zu\"",\""meaning\"":\""-sse / tøre (vastupidine suund)\"",\""example\"":\""zum Arzt – Lege i medisin\""}]"",""study.tip"":""[\""Muna: von + dem → vom (þolmál).\"",\""Í samtalsmáli seggja næstum aldrei von dem — nota vom.\""]"",""study.important"":""[\""vom = von dem, eingöngu með karlkyns eða hvorugkyns nafnorði í þolmálinu.\"",\""Gefur til kynna uppruna, heimild eða stefnu frá einhverju sérstöku.\"",\""Fyrir kvenkyns: von der Mutter, ekki vom Mutter.\"",\""Ekki rugla saman við aus (uppruni frá landi) eða ab (útgangspunkt).\""]""}","{""study.translation"":""-st"",""study.explanation"":""[\""Vom on eessõna von ja artikli dem lühend.\"",\""Täisform: von dem (Dativ).\"",\""Kasutatakse mees- ja keskssoost nimsvøndega, kui tättätkse ervetää või suunda määski hösle.\"",\""Svarte du på spørsmålene fyr? hvor kysten?\"",\""Praktikas svetke geäms alati vom, mitte täësvormi von dem.\""]"",""study.examples"":""[{\""de\"":\""Ich komme vom Bahnhof.\"",\""lv\"":\""Ma tulen jaamast.\""},{\""de\"":\""Das Geschenk ist vom Vater.\"",\""lv\"":\""Kingitus på issalt.\""},{\""de\"":\""Er kommt vom Arzt.\"",\""lv\"":\""Ta tulb arsti kuerest.\""},{\""de\"":\""Sie fährt vom Flughafen.\"",\""lv\"":\""Ta bussen til flyplassen.\""},{\""de\"":\""Das ist vom Markt.\"",\""lv\"":\""Se på tur.\""},{\""de\"":\""Wir kommen vom Fest.\"",\""lv\"":\""Me tuleme peolt.\""},{\""de\"":\""Er holt Milch vom Bauern.\"",\""lv\"":\""Ta temen piima talunikult.\""},{\""de\"":\""Die Nachricht ist vom Chef.\"",\""lv\"":\""Sõnum på ülemuselt.\""}]"",""study.comparison"":""[{\""word\"":\""vom\"",\""meaning\"":\""-st (betong asi, dativ)\"",\""example\"":\""vom Bahnhof – Faktisk\""},{\""word\"":\""von\"",\""meaning\"":\""-st (uldiselt)\"",\""example\"":\""von mir – Minutt\""},{\""word\"":\""aus\"",\""meaning\"":\""Seest / opprinnelse\"",\""example\"":\""aus Deutschland – Opprinnelse i Tyskland\""},{\""word\"":\""ab\"",\""meaning\"":\""Alates (aeg/koht)\"",\""example\"":\""ab Montag – God påske\""},{\""word\"":\""zu\"",\""meaning\"":\""-sse / tøre (vastupidine suund)\"",\""example\"":\""zum Arzt – Lege i medisin\""}]"",""study.tip"":""[\""Muna: von + dem → vom (þolmál).\"",\""Í samtalsmáli seggja næstum aldrei von dem — nota vom.\""]"",""study.important"":""[\""vom = von dem, eingöngu með karlkyns eða hvorugkyns nafnorði í þolmálinu.\"",\""Gefur til kynna uppruna, heimild eða stefnu frá einhverju sérstöku.\"",\""Fyrir kvenkyns: von der Mutter, ekki vom Mutter.\"",\""Ekki rugla saman við aus (uppruni frá landi) eða ab (útgangspunkt).\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""study.translation"":""frá"",""study.explanation"":[""Meginhugsun: vom er samruni forsetningsorðsins von og greinisins dem."",""Fullt form: von dem (þágufall)."",""Notað með karlkyns eða hvorugkyns nafnorðum til að gefa til kynna uppruna eða stefnu frá einhverju."",""Svarar spurningunum: frá hverjum? eða hvaðan?"",""Í talmáli er næstum alltaf notað vom í stað von dem.""],""study.examples[0].lv"":""Ég kem frá lestarstöðinni."",""study.examples[1].lv"":""Gjöfin er frá föður mínum."",""study.examples[2].lv"":""Hann kemur frá lækninum."",""study.examples[3].lv"":""Hún fer frá flugvellinum."",""study.examples[4].lv"":""Þetta er frá markaðinum."",""study.examples[5].lv"":""Við kemum frá hátíðinni."",""study.examples[6].lv"":""Hann sækir mjólk frá bónda."",""study.examples[7].lv"":""Skilaboðin eru frá yfirmanninum."",""study.comparison[0].meaning"":""frá (nákvæmlega, frá hverjum?)"",""study.comparison[0].example"":""vom Bahnhof – Frá lestarstöðinni"",""study.comparison[1].meaning"":""frá (almennt)"",""study.comparison[1].example"":""von mir – Frá mér"",""study.comparison[2].meaning"":""úr / uppruni"",""study.comparison[2].example"":""aus Deutschland – Frá Þýskalandi"",""study.comparison[3].meaning"":""frá (tími/staður upphafs)"",""study.comparison[3].example"":""ab Montag – Frá mánudegi"",""study.comparison[4].meaning"":""til (andstæð stefna)"",""study.comparison[4].example"":""zum Arzt – Til læknisins"",""study.tip[0]"":""Mundu: von + dem → vom (þágufall)."",""study.tip[1]"":""Í talmáli segjum við næstum aldrei von dem — notum vom."",""study.important[0]"":""vom = von dem, aðeins með karlkyns eða hvorugkyns nafnorði í þágufalli."",""study.important[1]"":""Gefur til kynna uppruna, heimild eða stefnu frá einhverju sérstöku."",""study.important[2]"":""Fyrir kvenkyns: von der Mutter, ekki vom Mutter."",""study.important[3]"":""Ekki rugla saman við aus (land uppruna) eða ab (upphafspunktur).""}","IS vom composite: ET/NO -st/jaamast→frá throughout study for no from. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-163","2d2f2d45311242c2","2d2f2d45311242c2902d01b152b757633c549c0ea46e71a2c94a9b8f1a762afc","DISC-G2-A1-IS-L0024","g2/a1/is|von|idx:635|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","von|idx:635","lv","no","von","","-st","-st","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""frá""}","IS von lv: garbage -st→frá for no from/of. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","dbbcad8c653e6188","dbbcad8c653e61889c4ae0a7f6696541bfc19e97dc2ac6d2a3c0a25496d66c81","DISC-G2-A1-IS-L0002","g2/a1/is|vor|idx:636|study|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vor|idx:636","study","pirms • priekšā","vor","","{""study.translation"":""Enne • Ees"",""study.explanation"":""[\""Põhiidee: vor tähää aja puhul enne või koha puhul ees.\"",\""Kui jutt on ajast, jähä vor enne.\"",\""Kui jutt på követs, gejää vor ees või kuräus.\"",\""Kellaajas betyr \\\""kuni\\\"", for eksempel fünf vor åtte.\""]"",""study.examples"":""[{\""de\"":\""Vor dem Essen wasche ich die Hände.\"",\""lv\"":\""Enne sömist ma pesen käsi.\""},{\""de\"":\""Das Auto steht vor dem Haus.\"",\""lv\"":\""Auto seisab maja ees.\""},{\""de\"":\""Es ist fünf vor acht.\"",\""lv\"":\""På viie minuti päcket omme.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Etter sömmist ähme jalutama.\""}]"",""study.comparison"":""[{\""word\"":\""vor\"",\""meaning\"":\""Enne / ees\"",\""example\"":\""Vor dem Essen...\""},{\""word\"":\""nach\"",\""meaning\"":\""Etter / basseng\"",\""example\"":\""Nach dem Essen...\""},{\""word\"":\""neben\"",\""meaning\"":\""Körval\"",\""example\"":\""Neben dem Haus.\""},{\""word\"":\""hinter\"",\""meaning\"":\""Ta\"",\""example\"":\""Hinter dem Haus.\""}]"",""study.tip"":""{\""text\"":\""Atceries: pirms laikā, priekšā vietā → vor.\""}"",""study.important"":""[\""vor getur verið bæði tími og staðir.\"",\""vor dem Essen = fyrir matinn; vor dem Haus = fyrir framan húsið.\""]""}","{""study.translation"":""Enne • Ees"",""study.explanation"":""[\""Põhiidee: vor tähää aja puhul enne või koha puhul ees.\"",\""Kui jutt on ajast, jähä vor enne.\"",\""Kui jutt på követs, gejää vor ees või kuräus.\"",\""Kellaajas betyr \\\""kuni\\\"", for eksempel fünf vor åtte.\""]"",""study.examples"":""[{\""de\"":\""Vor dem Essen wasche ich die Hände.\"",\""lv\"":\""Enne sömist ma pesen käsi.\""},{\""de\"":\""Das Auto steht vor dem Haus.\"",\""lv\"":\""Auto seisab maja ees.\""},{\""de\"":\""Es ist fünf vor acht.\"",\""lv\"":\""På viie minuti päcket omme.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Etter sömmist ähme jalutama.\""}]"",""study.comparison"":""[{\""word\"":\""vor\"",\""meaning\"":\""Enne / ees\"",\""example\"":\""Vor dem Essen...\""},{\""word\"":\""nach\"",\""meaning\"":\""Etter / basseng\"",\""example\"":\""Nach dem Essen...\""},{\""word\"":\""neben\"",\""meaning\"":\""Körval\"",\""example\"":\""Neben dem Haus.\""},{\""word\"":\""hinter\"",\""meaning\"":\""Ta\"",\""example\"":\""Hinter dem Haus.\""}]"",""study.tip"":""{\""text\"":\""Atceries: pirms laikā, priekšā vietā → vor.\""}"",""study.important"":""[\""vor getur verið bæði tími og staðir.\"",\""vor dem Essen = fyrir matinn; vor dem Haus = fyrir framan húsið.\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""study.translation"":""áður • fyrir"",""study.explanation"":[""Meginhugsun: vor þýðir áður í tíma eða fyrir framan á stað."",""Þegar talað er um tíma þýðir vor áður."",""Þegar talað er um stað þýðir vor fyrir framan eða fyrir."",""Á klukku þýðir vor fimm mínútur í átt (fünf vor acht).""],""study.examples[0].lv"":""Áður en ég borða, þvo ég hendurnar."",""study.examples[1].lv"":""Bíllinn stendur fyrir framan húsið."",""study.examples[2].lv"":""Það er fimm mínútur í átt."",""study.examples[3].lv"":""Eftir matinn ferum við í gönguferð."",""study.comparison[0].meaning"":""áður / fyrir framan"",""study.comparison[0].example"":""Vor dem Essen..."",""study.comparison[1].meaning"":""eftir"",""study.comparison[1].example"":""Nach dem Essen..."",""study.comparison[2].meaning"":""við hlið"",""study.comparison[2].example"":""Neben dem Haus."",""study.comparison[3].meaning"":""á bak við"",""study.comparison[3].example"":""Hinter dem Haus."",""study.tip.text"":""Mundu: áður í tíma, fyrir framan á stað → vor."",""study.important[0]"":""vor getur verið bæði tími og staður."",""study.important[1]"":""vor dem Essen = fyrir matinn; vor dem Haus = fyrir framan húsið.""}","IS vor composite: ET Enne/Ees→áður•fyrir throughout study for pirms•priekšā. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-098","4ee89c8f69c66855","4ee89c8f69c66855efb59df27d55bd06f4e9bb6b154cbba9c9e7e7d7eb2e006a","DISC-G2-A1-IS-L0001","g2/a1/is|Vorname|idx:637|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Vorname|idx:637","lv","vārds","Vorname","","Eesnimi","Eesnimi","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fornafn""}","IS Vorname lv: ET Eesnimi→fornafn for vārds first name. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","595eadcfb13ea623","595eadcfb13ea6239cd7cb02f1edd9097b0875ebbd388c269522f65408f74ce7","DISC-G2-A1-IS-L0002","g2/a1/is|Wald|idx:638|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Wald|idx:638","lv","mežs","Wald","","Mets","Mets","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""skógur""}","IS Wald lv: ET Mets→skógur for mežs forest. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-163","0bf12a4772d01a12","0bf12a4772d01a12aebd34de38ae55b6f1828719104fc1f70baf8f0fd36d8749","DISC-G2-A1-IS-L0003","g2/a1/is|Wand|idx:639|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Wand|idx:639","lv","siena","Wand","","Sent","Sent","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""veggur""}","IS Wand lv: garbage Sent→veggur for siena wall. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","b5c65569347adba1","b5c65569347adba1c66e3dc486aaa3ee2e591119fa1b79664832e6b8e065fa9f","DISC-G2-A1-IS-L0004","g2/a1/is|wann|idx:640|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","wann|idx:640","lv","kad","wann","","Millal","Millal","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""hvenær""}","IS wann lv: ET Millal→hvenær for kad when. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","da2ae2821e1d9214","da2ae2821e1d92144b8eb26929d017282fa7e6d6406ebe7227568b1d38ff8359","DISC-G2-A1-IS-L0005","g2/a1/is|warm|idx:641|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","warm|idx:641","lv","silts","warm","","Soe","Soe","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""hlýr""}","IS warm lv: ET Soe→hlýr for silts warm. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","4c3e297969037cca","4c3e297969037cca92d0bad2491c1791477be4f574610f3fd939701bc8af432c","DISC-G2-A1-IS-L0006","g2/a1/is|warten|idx:642|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","warten|idx:642","lv","gaidīt","warten","","Ootama","Ootama","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""bíða""}","IS warten lv: ET Ootama→bíða for gaidīt wait. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","a6243b3e5362fa84","a6243b3e5362fa841308ab0a69f8085caa42cbcb36528f27729aa25d02f3fe51","DISC-G2-A1-IS-L0007","g2/a1/is|warum|idx:643|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","warum|idx:643","lv","kāpēc","warum","","Blande","Blande","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""af hverju""}","IS warum lv: garbage Blande→af hverju for kāpēc why. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
